Gender,Senior Citizen,Dependents,Tenure,Phone Service,Multiple Lines,Internet Service,Contract,Monthly Charges,Churn,Tenure_group,Charges_per_tenure
Female,0,Yes,58,Yes,No,DSL,One year,76,No,Loyal,1.288135593
Male,0,No,14,Yes,No,DSL,One year,19,No,Medium,1.266666667
Male,0,No,7,Yes,No,DSL,Month-to-month,21,No,New,2.625
Female,0,Yes,5,Yes,Yes,Fiber optic,Month-to-month,84,Yes,New,14
Female,0,Yes,18,Yes,No,DSL,Month-to-month,20,Yes,Medium,1.052631579
Male,0,Yes,25,Yes,No,DSL,Month-to-month,20,No,Medium,0.769230769
Female,0,No,46,Yes,Yes,Fiber optic,Month-to-month,64,No,Medium,1.361702128
Female,0,No,1,Yes,Yes,DSL,One year,48,No,New,24
Female,0,No,68,Yes,No,DSL,One year,85,No,Loyal,1.231884058
Male,0,No,18,Yes,Yes,DSL,Month-to-month,44,No,Medium,2.315789474
Female,0,No,8,Yes,Yes,Fiber optic,Month-to-month,80,No,New,8.888888889
Male,0,No,64,Yes,Yes,Fiber optic,One year,20,No,Loyal,0.307692308
Female,1,No,4,Yes,Yes,Fiber optic,One year,89,Yes,New,17.8
Female,0,No,63,Yes,Yes,Fiber optic,One year,80,No,Loyal,1.25
Male,0,Yes,54,Yes,Yes,Fiber optic,One year,106,No,Loyal,1.927272727
Male,0,No,54,Yes,No,Fiber optic,Month-to-month,75,No,Loyal,1.363636364
Male,0,Yes,72,Yes,No,DSL,Month-to-month,70,No,Loyal,0.95890411
Male,1,No,4,No,No,DSL,Month-to-month,51,No,New,10.2
Female,0,No,72,Yes,No,Fiber optic,Month-to-month,91,No,Loyal,1.246575342
Female,1,No,60,No,No,DSL,Month-to-month,49,No,Loyal,0.803278689
Male,0,Yes,20,Yes,No,DSL,Month-to-month,90,Yes,Medium,4.285714286
Female,1,No,35,Yes,No,DSL,One year,71,No,Medium,1.972222222
Female,0,No,2,Yes,Yes,Fiber optic,One year,49,Yes,New,16.33333333
Female,0,No,26,No,No,Fiber optic,Month-to-month,50,No,Medium,1.851851852
Male,0,No,14,Yes,No,Fiber optic,Month-to-month,83,No,Medium,5.533333333
Male,1,No,1,Yes,No,Fiber optic,Month-to-month,75,Yes,New,37.5
Female,0,Yes,53,Yes,No,DSL,Two year,20,No,Loyal,0.37037037
Male,0,No,1,Yes,No,DSL,One year,19,No,New,9.5
Male,0,No,58,Yes,Yes,Fiber optic,Month-to-month,20,No,Loyal,0.338983051
Female,0,Yes,5,Yes,Yes,DSL,Two year,51,No,New,8.5
Female,0,No,53,Yes,No,DSL,One year,106,No,Loyal,1.962962963
Female,0,No,4,Yes,No,DSL,Two year,20,No,New,4
Male,0,No,49,Yes,No,DSL,One year,99,No,Loyal,1.98
Male,0,Yes,2,Yes,Yes,Fiber optic,Month-to-month,90,Yes,New,30
Male,0,No,2,Yes,Yes,Fiber optic,One year,68,Yes,New,22.66666667
Female,0,No,3,Yes,No,DSL,Month-to-month,75,Yes,New,18.75
Male,0,No,7,Yes,Yes,Fiber optic,Month-to-month,94,Yes,New,11.75
Male,0,No,14,Yes,No,DSL,One year,45,No,Medium,3
Male,0,No,18,Yes,No,DSL,Month-to-month,99,Yes,Medium,5.210526316
Male,0,No,27,Yes,No,DSL,Month-to-month,81,No,Medium,2.892857143
Female,0,Yes,66,Yes,No,Fiber optic,Month-to-month,60,No,Loyal,0.895522388
Female,0,No,43,Yes,No,DSL,One year,86,No,Medium,1.954545455
Male,0,No,69,Yes,Yes,Fiber optic,Two year,113,No,Loyal,1.614285714
Male,0,No,71,Yes,No,DSL,Month-to-month,93,No,Loyal,1.291666667
Female,1,No,50,Yes,No,DSL,Month-to-month,83,No,Loyal,1.62745098
Male,0,No,51,Yes,No,DSL,Month-to-month,19,No,Loyal,0.365384615
Male,0,No,27,Yes,Yes,Fiber optic,Month-to-month,81,No,Medium,2.892857143
Male,0,Yes,70,Yes,No,Fiber optic,One year,20,No,Loyal,0.281690141
Female,1,No,2,Yes,No,DSL,Two year,80,Yes,New,26.66666667
Female,0,No,6,Yes,No,DSL,Month-to-month,50,Yes,New,7.142857143
Female,0,No,59,Yes,Yes,DSL,One year,101,Yes,Loyal,1.683333333
Male,1,No,10,Yes,No,DSL,One year,92,Yes,New,8.363636364
Male,1,No,29,Yes,No,DSL,Month-to-month,98,Yes,Medium,3.266666667
Female,1,No,21,Yes,No,Fiber optic,Month-to-month,94,Yes,Medium,4.272727273
Female,0,No,62,Yes,No,DSL,Month-to-month,104,No,Loyal,1.650793651
Male,0,Yes,36,Yes,Yes,Fiber optic,Month-to-month,19,No,Medium,0.513513514
Male,0,No,3,Yes,No,DSL,One year,20,Yes,New,5
Female,0,No,69,Yes,No,DSL,Month-to-month,116,No,Loyal,1.657142857
Female,0,No,2,No,No,Fiber optic,Month-to-month,31,Yes,New,10.33333333
Female,0,No,8,Yes,Yes,Fiber optic,Month-to-month,85,Yes,New,9.444444444
Female,1,No,3,No,Yes,Fiber optic,Two year,31,No,New,7.75
Female,0,No,12,Yes,No,Fiber optic,Month-to-month,99,Yes,New,7.615384615
Male,0,No,18,Yes,Yes,Fiber optic,Month-to-month,76,No,Medium,4
Female,0,No,20,No,No,Fiber optic,Month-to-month,25,No,Medium,1.19047619
Male,0,No,22,Yes,Yes,Fiber optic,Month-to-month,59,Yes,Medium,2.565217391
Female,0,Yes,5,Yes,No,DSL,Month-to-month,46,Yes,New,7.666666667
Female,0,No,24,Yes,Yes,Fiber optic,Two year,25,No,Medium,1
Male,0,Yes,64,Yes,Yes,Fiber optic,One year,69,No,Loyal,1.061538462
Male,0,No,26,Yes,Yes,Fiber optic,Month-to-month,99,No,Medium,3.666666667
Male,1,No,68,Yes,Yes,Fiber optic,Month-to-month,105,Yes,Loyal,1.52173913
Female,0,No,60,Yes,Yes,DSL,Two year,21,No,Loyal,0.344262295
Male,0,Yes,25,Yes,No,Fiber optic,Month-to-month,55,No,Medium,2.115384615
Female,0,No,51,Yes,Yes,DSL,Two year,26,No,Loyal,0.5
Female,0,No,7,Yes,No,Fiber optic,One year,81,No,New,10.125
Male,0,Yes,39,Yes,Yes,Fiber optic,Two year,19,No,Medium,0.475
Female,0,No,27,Yes,No,DSL,Two year,95,No,Medium,3.392857143
Male,0,Yes,56,Yes,No,DSL,One year,86,No,Loyal,1.50877193
Female,0,No,57,Yes,No,DSL,Month-to-month,20,No,Loyal,0.344827586
Male,0,No,17,Yes,Yes,Fiber optic,Month-to-month,107,No,Medium,5.944444444
Female,0,No,1,Yes,Yes,Fiber optic,Month-to-month,56,Yes,New,28
Male,0,Yes,13,Yes,No,DSL,Two year,73,No,Medium,5.214285714
Female,0,Yes,69,Yes,Yes,Fiber optic,One year,20,No,Loyal,0.285714286
Female,0,Yes,1,Yes,No,DSL,Month-to-month,19,No,New,9.5
Male,0,No,7,Yes,No,DSL,One year,75,Yes,New,9.375
Female,1,No,72,Yes,Yes,DSL,Two year,117,No,Loyal,1.602739726
Male,0,No,3,Yes,Yes,Fiber optic,Month-to-month,99,Yes,New,24.75
Male,0,No,53,Yes,Yes,DSL,Two year,61,No,Loyal,1.12962963
Male,0,Yes,38,Yes,No,DSL,Month-to-month,82,No,Medium,2.102564103
Female,0,No,4,Yes,Yes,Fiber optic,Month-to-month,80,No,New,16
Female,0,No,62,Yes,No,Fiber optic,Two year,84,No,Loyal,1.333333333
Male,0,No,1,Yes,No,DSL,Two year,49,No,New,24.5
Female,0,No,46,Yes,No,Fiber optic,Month-to-month,84,No,Medium,1.787234043
Male,0,No,19,Yes,No,DSL,Month-to-month,60,No,Medium,3
Female,0,No,72,Yes,Yes,DSL,Two year,91,No,Loyal,1.246575342
Male,0,Yes,38,Yes,Yes,Fiber optic,Month-to-month,25,No,Medium,0.641025641
Male,0,No,71,Yes,Yes,DSL,Two year,106,No,Loyal,1.472222222
Female,0,No,16,Yes,No,DSL,Month-to-month,100,Yes,Medium,5.882352941
Female,1,No,66,Yes,Yes,Fiber optic,Month-to-month,106,Yes,Loyal,1.582089552
Female,1,No,11,Yes,No,DSL,Month-to-month,95,Yes,New,7.916666667
Male,0,Yes,66,Yes,Yes,Fiber optic,Month-to-month,84,No,Loyal,1.253731343
Male,0,No,28,Yes,Yes,Fiber optic,One year,91,No,Medium,3.137931034
Female,0,No,1,No,No,DSL,Month-to-month,35,Yes,New,17.5
Female,0,Yes,72,Yes,No,DSL,Month-to-month,110,No,Loyal,1.506849315
Female,0,Yes,18,Yes,Yes,DSL,One year,19,No,Medium,1
Female,0,No,49,Yes,Yes,Fiber optic,Two year,19,No,Loyal,0.38
Female,1,No,41,Yes,No,DSL,Month-to-month,104,No,Medium,2.476190476
Male,0,Yes,1,Yes,No,DSL,Month-to-month,70,Yes,New,35
Male,1,No,27,Yes,Yes,Fiber optic,Month-to-month,76,Yes,Medium,2.714285714
Male,0,No,5,Yes,Yes,Fiber optic,Month-to-month,21,No,New,3.5
Male,0,No,43,No,No,DSL,One year,35,No,Medium,0.795454545
Male,0,Yes,47,Yes,No,DSL,Two year,55,No,Medium,1.145833333
Female,0,No,1,Yes,No,DSL,Month-to-month,50,No,New,25
Female,0,No,15,Yes,No,DSL,Month-to-month,59,Yes,Medium,3.6875
Female,0,Yes,7,Yes,No,DSL,One year,71,No,New,8.875
Male,0,No,14,Yes,No,DSL,One year,20,No,Medium,1.333333333
Female,0,No,43,Yes,No,DSL,Two year,80,No,Medium,1.818181818
Male,0,No,29,Yes,Yes,DSL,One year,84,Yes,Medium,2.8
Female,0,No,46,Yes,No,DSL,One year,24,No,Medium,0.510638298
Female,0,No,24,Yes,No,Fiber optic,Month-to-month,49,No,Medium,1.96
Male,0,Yes,51,No,No,DSL,One year,59,Yes,Loyal,1.134615385
Male,0,Yes,70,No,Yes,DSL,Two year,60,No,Loyal,0.845070423
Female,0,No,12,Yes,Yes,DSL,Two year,46,No,New,3.538461538
Male,0,No,3,Yes,Yes,Fiber optic,Two year,20,No,New,5
Female,1,No,9,Yes,Yes,DSL,Two year,84,Yes,New,8.4
Female,0,No,15,Yes,Yes,Fiber optic,Month-to-month,84,No,Medium,5.25
Female,0,Yes,72,Yes,No,Fiber optic,One year,24,No,Loyal,0.328767123
Female,0,Yes,4,Yes,No,DSL,One year,20,No,New,4
Female,0,No,72,Yes,No,DSL,Two year,104,No,Loyal,1.424657534
Male,0,No,10,Yes,Yes,Fiber optic,Month-to-month,20,No,New,1.818181818
Female,1,No,5,No,Yes,Fiber optic,Two year,28,Yes,New,4.666666667
Male,0,No,8,Yes,Yes,Fiber optic,Month-to-month,86,No,New,9.555555556
Female,1,No,26,Yes,No,Fiber optic,Month-to-month,91,Yes,Medium,3.37037037
Female,0,No,68,Yes,Yes,Fiber optic,Month-to-month,71,No,Loyal,1.028985507
Male,0,Yes,2,Yes,Yes,Fiber optic,Month-to-month,20,No,New,6.666666667
Male,1,No,8,Yes,No,DSL,Two year,74,Yes,New,8.222222222
Male,0,No,13,Yes,Yes,DSL,One year,98,Yes,Medium,7
Male,1,No,34,Yes,No,DSL,Two year,69,No,Medium,1.971428571
Female,0,Yes,72,No,No,DSL,Two year,66,No,Loyal,0.904109589
Male,0,No,21,No,Yes,Fiber optic,Two year,44,No,Medium,2
Female,0,Yes,40,Yes,No,DSL,Month-to-month,85,Yes,Medium,2.073170732
Male,0,No,16,No,Yes,Fiber optic,Month-to-month,55,No,Medium,3.235294118
Female,0,No,26,Yes,No,Fiber optic,Month-to-month,56,No,Medium,2.074074074
Male,0,No,49,Yes,No,DSL,One year,99,Yes,Loyal,1.98
Male,0,No,46,Yes,No,Fiber optic,Month-to-month,19,No,Medium,0.404255319
Male,0,Yes,11,Yes,Yes,DSL,Two year,80,Yes,New,6.666666667
Male,0,No,72,Yes,No,Fiber optic,One year,84,No,Loyal,1.150684932
Male,0,No,47,Yes,No,DSL,Two year,20,No,Medium,0.416666667
Male,0,Yes,1,Yes,Yes,Fiber optic,One year,19,Yes,New,9.5
Female,1,No,59,Yes,Yes,DSL,Two year,90,No,Loyal,1.5
Female,0,No,71,Yes,Yes,DSL,One year,88,No,Loyal,1.222222222
Female,0,Yes,25,Yes,Yes,Fiber optic,Two year,20,No,Medium,0.769230769
Male,0,Yes,72,Yes,No,DSL,Two year,108,No,Loyal,1.479452055
Male,0,No,2,Yes,Yes,DSL,Two year,20,No,New,6.666666667
Female,0,No,35,Yes,Yes,Fiber optic,Two year,62,No,Medium,1.722222222
Male,0,Yes,71,Yes,No,DSL,Two year,105,No,Loyal,1.458333333
Female,1,No,15,Yes,No,DSL,One year,95,No,Medium,5.9375
Female,0,No,26,Yes,Yes,DSL,One year,79,No,Medium,2.925925926
Female,1,Yes,3,Yes,No,DSL,One year,88,Yes,New,22
Male,1,No,49,Yes,No,DSL,Month-to-month,50,No,Loyal,1
Male,0,Yes,27,Yes,No,DSL,Two year,76,No,Medium,2.714285714
Male,0,No,3,Yes,No,Fiber optic,Month-to-month,50,No,New,12.5
Female,0,Yes,45,No,No,DSL,Month-to-month,51,No,Medium,1.108695652
Male,0,No,37,Yes,No,DSL,Two year,104,No,Medium,2.736842105
Female,0,Yes,72,Yes,No,DSL,Month-to-month,117,No,Loyal,1.602739726
Female,0,No,62,Yes,Yes,DSL,One year,92,No,Loyal,1.46031746
Female,0,Yes,54,Yes,No,DSL,Month-to-month,60,No,Loyal,1.090909091
Male,0,Yes,15,Yes,No,DSL,Month-to-month,102,No,Medium,6.375
Female,1,No,1,No,Yes,Fiber optic,Month-to-month,25,Yes,New,12.5
Male,0,No,72,No,No,DSL,Month-to-month,61,No,Loyal,0.835616438
Female,0,No,30,Yes,No,DSL,One year,79,No,Medium,2.548387097
Female,0,No,40,Yes,Yes,Fiber optic,Two year,79,No,Medium,1.926829268
Female,0,Yes,71,Yes,Yes,Fiber optic,Month-to-month,71,No,Loyal,0.986111111
Male,0,No,18,No,Yes,Fiber optic,Two year,34,Yes,Medium,1.789473684
Male,0,No,17,No,No,DSL,Two year,25,No,Medium,1.388888889
Female,0,No,40,Yes,Yes,Fiber optic,Month-to-month,20,No,Medium,0.487804878
Female,1,No,72,Yes,Yes,DSL,One year,111,No,Loyal,1.520547945
Male,0,No,53,Yes,Yes,DSL,Two year,24,No,Loyal,0.444444444
Male,0,No,71,Yes,Yes,Fiber optic,Month-to-month,116,No,Loyal,1.611111111
Female,0,No,20,Yes,No,DSL,Two year,97,No,Medium,4.619047619
Male,0,No,7,Yes,Yes,DSL,Two year,55,No,New,6.875
Female,0,Yes,72,Yes,No,Fiber optic,Two year,24,No,Loyal,0.328767123
Male,0,Yes,39,Yes,Yes,DSL,Two year,24,No,Medium,0.6
Female,0,No,45,Yes,No,DSL,Month-to-month,26,No,Medium,0.565217391
Female,0,No,5,Yes,Yes,Fiber optic,Month-to-month,84,No,New,14
Female,0,No,47,No,No,DSL,Month-to-month,40,No,Medium,0.833333333
Male,0,No,4,Yes,No,Fiber optic,Month-to-month,20,No,New,4
Male,0,No,47,Yes,Yes,Fiber optic,Month-to-month,101,No,Medium,2.104166667
Male,0,Yes,33,Yes,No,Fiber optic,Month-to-month,95,No,Medium,2.794117647
Female,0,Yes,15,Yes,No,DSL,Two year,25,No,Medium,1.5625
Male,0,No,66,Yes,Yes,Fiber optic,Month-to-month,89,No,Loyal,1.328358209
Female,0,No,6,Yes,No,DSL,Month-to-month,90,Yes,New,12.85714286
Female,0,No,17,Yes,Yes,Fiber optic,Month-to-month,20,No,Medium,1.111111111
Female,0,Yes,41,Yes,No,DSL,Two year,95,No,Medium,2.261904762
Female,0,Yes,56,Yes,No,DSL,Month-to-month,100,No,Loyal,1.754385965
Female,0,No,28,Yes,No,DSL,Two year,55,No,Medium,1.896551724
Female,0,Yes,72,No,No,DSL,Month-to-month,54,No,Loyal,0.739726027
Female,0,No,56,Yes,No,DSL,Month-to-month,107,No,Loyal,1.877192982
Male,0,No,70,Yes,Yes,Fiber optic,Month-to-month,79,No,Loyal,1.112676056
Male,0,No,44,Yes,No,Fiber optic,Month-to-month,91,No,Medium,2.022222222
Male,0,No,2,Yes,Yes,Fiber optic,Month-to-month,44,Yes,New,14.66666667
Male,0,Yes,58,Yes,No,DSL,Month-to-month,72,No,Loyal,1.220338983
Female,0,No,48,Yes,No,DSL,Two year,83,No,Medium,1.693877551
Male,0,No,11,Yes,Yes,Fiber optic,Two year,85,No,New,7.083333333
Male,0,No,72,Yes,Yes,DSL,Two year,116,No,Loyal,1.589041096
Male,0,No,72,No,No,DSL,One year,42,No,Loyal,0.575342466
Female,0,No,26,Yes,Yes,Fiber optic,One year,86,No,Medium,3.185185185
Male,0,No,52,No,No,Fiber optic,Month-to-month,40,No,Loyal,0.754716981
Female,0,Yes,52,Yes,No,DSL,Two year,20,No,Loyal,0.377358491
Male,0,No,27,Yes,No,Fiber optic,Month-to-month,53,No,Medium,1.892857143
Male,0,No,1,Yes,Yes,Fiber optic,Two year,79,Yes,New,39.5
Male,0,No,45,Yes,Yes,Fiber optic,One year,81,No,Medium,1.760869565
Female,0,No,61,Yes,Yes,Fiber optic,Two year,89,No,Loyal,1.435483871
Female,0,No,2,Yes,Yes,Fiber optic,Month-to-month,80,No,New,26.66666667
Female,0,Yes,11,Yes,No,DSL,Two year,66,Yes,New,5.5
Female,0,No,21,Yes,Yes,Fiber optic,Month-to-month,60,No,Medium,2.727272727
Female,1,No,1,Yes,No,Fiber optic,Month-to-month,71,Yes,New,35.5
Female,1,No,6,Yes,No,DSL,Month-to-month,98,Yes,New,14
Male,0,No,71,Yes,Yes,Fiber optic,Month-to-month,74,No,Loyal,1.027777778
Female,0,Yes,72,Yes,No,DSL,Month-to-month,71,No,Loyal,0.97260274
Male,1,No,67,Yes,No,Fiber optic,Month-to-month,61,No,Loyal,0.897058824
Female,0,Yes,21,Yes,Yes,DSL,Month-to-month,59,No,Medium,2.681818182
Male,0,No,72,Yes,Yes,Fiber optic,Month-to-month,20,No,Loyal,0.273972603
Male,0,Yes,33,Yes,Yes,Fiber optic,One year,20,No,Medium,0.588235294
Female,0,No,3,Yes,Yes,DSL,Two year,95,Yes,New,23.75
Male,0,No,31,Yes,No,DSL,Month-to-month,94,Yes,Medium,2.9375
Male,1,No,55,No,No,DSL,Month-to-month,50,No,Loyal,0.892857143
Male,0,Yes,1,Yes,No,DSL,One year,74,Yes,New,37
Female,0,No,10,Yes,Yes,Fiber optic,Month-to-month,19,No,New,1.727272727
Male,1,No,14,Yes,No,DSL,Two year,96,No,Medium,6.4
Female,0,Yes,66,Yes,Yes,DSL,One year,74,No,Loyal,1.104477612
Female,0,Yes,72,Yes,Yes,Fiber optic,Month-to-month,106,No,Loyal,1.452054795
Female,0,Yes,11,No,Yes,DSL,Month-to-month,30,No,New,2.5
Male,0,No,32,Yes,Yes,Fiber optic,Month-to-month,93,No,Medium,2.818181818
Male,1,No,7,Yes,No,DSL,One year,102,Yes,New,12.75
Male,0,Yes,31,No,Yes,DSL,Two year,60,No,Medium,1.875
Female,0,No,61,No,No,Fiber optic,Month-to-month,44,No,Loyal,0.709677419
Female,1,No,1,Yes,No,Fiber optic,Month-to-month,70,Yes,New,35
Female,1,No,71,Yes,Yes,Fiber optic,Two year,104,No,Loyal,1.444444444
Male,0,No,1,Yes,Yes,Fiber optic,Month-to-month,71,Yes,New,35.5
Male,0,No,3,Yes,No,DSL,Two year,91,No,New,22.75
Male,0,No,4,Yes,Yes,Fiber optic,One year,78,Yes,New,15.6
Male,1,No,27,Yes,No,Fiber optic,Month-to-month,86,No,Medium,3.071428571
Female,0,No,3,Yes,Yes,DSL,Two year,95,No,New,23.75
Male,0,No,1,Yes,Yes,Fiber optic,Two year,20,No,New,10
Male,0,Yes,72,Yes,No,DSL,Two year,90,No,Loyal,1.232876712
Female,0,Yes,61,No,No,Fiber optic,One year,51,No,Loyal,0.822580645
Male,0,Yes,68,Yes,Yes,DSL,Month-to-month,110,No,Loyal,1.594202899
Female,0,No,2,Yes,No,Fiber optic,Month-to-month,21,No,New,7
Female,0,No,9,Yes,No,DSL,Month-to-month,20,No,New,2
Male,0,No,31,Yes,No,Fiber optic,Month-to-month,20,No,Medium,0.625
Female,0,No,3,Yes,Yes,Fiber optic,Month-to-month,74,Yes,New,18.5
Male,0,Yes,35,Yes,No,DSL,Month-to-month,110,No,Medium,3.055555556
Female,1,No,1,Yes,No,DSL,Two year,89,Yes,New,44.5
Male,0,No,42,Yes,No,DSL,Month-to-month,106,Yes,Medium,2.465116279
Female,0,No,1,Yes,Yes,DSL,Month-to-month,45,Yes,New,22.5
Female,0,Yes,71,Yes,Yes,DSL,Two year,96,No,Loyal,1.333333333
Female,0,Yes,50,Yes,Yes,Fiber optic,Month-to-month,20,No,Loyal,0.392156863
Female,0,Yes,55,Yes,No,Fiber optic,Month-to-month,26,No,Loyal,0.464285714
Female,0,No,47,Yes,No,DSL,Month-to-month,74,No,Medium,1.541666667
Male,0,No,27,Yes,No,DSL,Two year,20,No,Medium,0.714285714
Female,0,No,25,Yes,No,Fiber optic,Month-to-month,20,No,Medium,0.769230769
Female,0,No,36,Yes,Yes,Fiber optic,Month-to-month,99,Yes,Medium,2.675675676
Male,0,Yes,9,Yes,No,DSL,One year,90,No,New,9
Female,1,No,45,Yes,Yes,DSL,Month-to-month,102,No,Medium,2.217391304
Male,0,No,63,Yes,No,DSL,Two year,80,No,Loyal,1.25
Female,0,Yes,8,Yes,Yes,DSL,Two year,69,No,New,7.666666667
Male,0,No,72,No,No,DSL,Month-to-month,66,No,Loyal,0.904109589
Male,0,Yes,17,Yes,No,DSL,Two year,81,Yes,Medium,4.5
Female,1,No,51,Yes,No,DSL,Month-to-month,78,Yes,Loyal,1.5
Female,0,No,8,Yes,Yes,Fiber optic,One year,21,No,New,2.333333333
Female,0,No,3,Yes,Yes,Fiber optic,One year,20,Yes,New,5
Female,0,Yes,71,Yes,No,Fiber optic,One year,24,No,Loyal,0.333333333
Male,1,No,65,Yes,No,DSL,Two year,93,No,Loyal,1.409090909
Male,0,Yes,72,Yes,Yes,Fiber optic,Two year,108,No,Loyal,1.479452055
Male,0,Yes,72,No,No,DSL,Month-to-month,65,No,Loyal,0.890410959
Male,0,No,69,Yes,Yes,Fiber optic,Month-to-month,110,No,Loyal,1.571428571
Male,0,No,62,No,Yes,Fiber optic,One year,44,No,Loyal,0.698412698
Female,1,No,54,Yes,Yes,Fiber optic,Month-to-month,116,No,Loyal,2.109090909
Female,0,Yes,3,Yes,No,DSL,One year,19,No,New,4.75
Male,0,No,23,Yes,Yes,Fiber optic,Month-to-month,60,No,Medium,2.5
Male,0,No,35,Yes,No,DSL,Month-to-month,21,No,Medium,0.583333333
Female,0,No,52,Yes,No,DSL,Two year,50,No,Loyal,0.943396226
Female,0,No,2,Yes,No,DSL,One year,91,No,New,30.33333333
Male,0,Yes,64,Yes,No,Fiber optic,Month-to-month,20,No,Loyal,0.307692308
Male,0,No,1,No,No,DSL,One year,24,No,New,12
Male,0,Yes,60,Yes,Yes,Fiber optic,Month-to-month,74,No,Loyal,1.213114754
Male,0,No,3,No,No,DSL,Two year,35,Yes,New,8.75
Female,0,No,72,Yes,No,DSL,Two year,105,No,Loyal,1.438356164
Male,0,No,3,Yes,Yes,DSL,Month-to-month,86,No,New,21.5
Female,0,No,34,Yes,Yes,Fiber optic,Month-to-month,25,No,Medium,0.714285714
Male,0,No,43,Yes,Yes,Fiber optic,One year,75,No,Medium,1.704545455
Female,1,No,66,Yes,Yes,Fiber optic,Two year,103,No,Loyal,1.537313433
Male,0,Yes,10,Yes,Yes,Fiber optic,Month-to-month,25,No,New,2.272727273
Male,0,No,35,Yes,No,Fiber optic,Month-to-month,102,Yes,Medium,2.833333333
Male,0,No,29,Yes,Yes,Fiber optic,Two year,49,No,Medium,1.633333333
Female,0,Yes,50,Yes,No,Fiber optic,Month-to-month,70,No,Loyal,1.37254902
Female,0,No,1,Yes,No,DSL,One year,75,Yes,New,37.5
Male,0,No,23,Yes,No,DSL,Month-to-month,65,No,Medium,2.708333333
Male,0,Yes,13,Yes,No,DSL,Two year,74,Yes,Medium,5.285714286
Female,0,No,68,Yes,No,DSL,Month-to-month,54,No,Loyal,0.782608696
Female,0,No,15,Yes,Yes,DSL,One year,20,No,Medium,1.25
Male,0,No,44,Yes,No,DSL,Two year,71,No,Medium,1.577777778
Female,0,No,40,Yes,Yes,DSL,Two year,84,No,Medium,2.048780488
Female,0,No,48,Yes,No,DSL,Month-to-month,24,No,Medium,0.489795918
Male,0,No,1,Yes,Yes,Fiber optic,Month-to-month,76,No,New,38
Female,0,No,53,No,No,DSL,Month-to-month,54,No,Loyal,1
Female,0,No,19,Yes,No,DSL,One year,45,No,Medium,2.25
Female,0,No,1,Yes,No,DSL,Month-to-month,44,No,New,22
Male,0,No,39,Yes,Yes,DSL,Month-to-month,82,No,Medium,2.05
Male,0,Yes,43,Yes,No,DSL,One year,104,No,Medium,2.363636364
Female,0,Yes,4,Yes,Yes,DSL,Two year,87,Yes,New,17.4
Male,0,No,71,Yes,No,Fiber optic,Month-to-month,81,No,Loyal,1.125
Female,0,No,47,Yes,No,Fiber optic,Month-to-month,85,Yes,Medium,1.770833333
Male,0,Yes,29,Yes,Yes,Fiber optic,Month-to-month,71,Yes,Medium,2.366666667
Female,0,No,58,No,No,DSL,Month-to-month,45,No,Loyal,0.762711864
Female,0,No,15,Yes,No,DSL,One year,49,Yes,Medium,3.0625
Female,0,No,72,Yes,No,Fiber optic,One year,84,No,Loyal,1.150684932
Female,1,No,43,No,No,DSL,Month-to-month,56,Yes,Medium,1.272727273
Female,1,No,25,Yes,No,DSL,Month-to-month,98,Yes,Medium,3.769230769
Female,0,No,5,Yes,Yes,DSL,Month-to-month,44,No,New,7.333333333
Male,0,Yes,15,Yes,No,DSL,Month-to-month,60,No,Medium,3.75
Male,0,Yes,11,Yes,Yes,DSL,Two year,20,No,New,1.666666667
Female,0,Yes,37,Yes,No,DSL,Two year,26,No,Medium,0.684210526
Female,0,No,11,Yes,No,DSL,Two year,101,Yes,New,8.416666667
Female,0,Yes,17,Yes,Yes,DSL,Month-to-month,75,No,Medium,4.166666667
Female,1,No,62,Yes,No,Fiber optic,Month-to-month,98,No,Loyal,1.555555556
Male,0,No,27,Yes,No,DSL,Two year,49,No,Medium,1.75
Female,0,No,25,Yes,No,DSL,Month-to-month,20,No,Medium,0.769230769
Male,0,No,50,Yes,No,DSL,One year,20,No,Loyal,0.392156863
Male,0,Yes,69,Yes,No,DSL,Month-to-month,99,Yes,Loyal,1.414285714
Female,0,No,28,Yes,No,DSL,Two year,26,No,Medium,0.896551724
Male,0,Yes,35,Yes,Yes,Fiber optic,Month-to-month,20,No,Medium,0.555555556
Male,0,No,29,Yes,No,DSL,One year,19,No,Medium,0.633333333
Male,1,No,65,Yes,Yes,Fiber optic,Month-to-month,103,No,Loyal,1.560606061
Male,0,Yes,35,Yes,Yes,Fiber optic,One year,20,No,Medium,0.555555556
Male,0,Yes,51,Yes,Yes,Fiber optic,Month-to-month,20,No,Loyal,0.384615385
Female,0,No,4,Yes,No,DSL,Month-to-month,46,Yes,New,9.2
Male,0,Yes,65,Yes,No,DSL,Month-to-month,84,No,Loyal,1.272727273
Male,0,No,23,Yes,No,DSL,Month-to-month,100,No,Medium,4.166666667
Male,1,Yes,38,Yes,Yes,Fiber optic,Month-to-month,80,No,Medium,2.051282051
Male,1,No,43,Yes,Yes,Fiber optic,Month-to-month,85,No,Medium,1.931818182
Female,0,Yes,12,Yes,Yes,Fiber optic,One year,25,No,New,1.923076923
Female,0,No,65,Yes,No,DSL,Two year,100,No,Loyal,1.515151515
Female,1,Yes,14,Yes,Yes,Fiber optic,One year,96,No,Medium,6.4
Male,0,No,20,Yes,No,DSL,Month-to-month,85,Yes,Medium,4.047619048
